resort_name|state|region|postal_code|summit|mid_elevation|base|vertical|lifts|runs|acres|green_percent|green_acres|blue_percent|blue_acres|black_percent|black_acres|lat|lon|mid_elevation_meters|timezone|country|ticket_currency|peak_day_ticket_local|peak_day_ticket_usd|advance_day_ticket_local|ticket_basis|map|openmeteo_hourly_api_call
Mont Sainte-Marie - QC|Quebec|Eastern Canada|J0X 1Z0|1250|625|0|1250|4|32|100|0.18|18|0.39|39|0.43|43|45.93|-75.92|190.5|America/Toronto|Canada|CAD|79|57|70|estimate|https://www.onthesnow.com/quebec/mont-ste-marie/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=45.93&longitude=-75.92&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Toronto&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=190.5
Mont Sutton - QC|Quebec|Eastern Canada|J0E 2K0|3175|2425|1675|1500|9|60|230|0.25|57.5|0.3|69|0.45|103.5|45.1|-72.57|739.14|America/Toronto|Canada|CAD|99|71|87|estimate|https://www.onthesnow.com/quebec/mont-sutton/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=45.1&longitude=-72.57&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Toronto&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=739.14
Mont Tremblant - QC|Quebec|Eastern Canada|J8E 1T1|2871|1810.5|750|2116|14|102|763|0.19|144.97|0.3|228.9|0.5|381.5|46.21|-74.58|551.8404|America/Toronto|Canada|CAD|145|104|109|estimate|https://www.onthesnow.com/quebec/tremblant/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=46.21&longitude=-74.58&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Toronto&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=551.8404
Montage Mountain - PA|Pennsylvania|Mid-Atlantic|18507|1960|1460|960|1000|5|26|140|0.35|49|0.3|42|0.35|49|41.35|-75.68|445.008|America/New_York|USA|USD|79|79|70|estimate|https://www.onthesnow.com/pennsylvania/montage-mountain/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=41.35&longitude=-75.68&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=445.008
Montana Snowbowl - MT|Montana|Northern Rockies|59808|7600|6300|5000|2600|4|50|2000|0.15|300|0.4|800|0.45|900|46.99|-114.01|1920.24|America/Denver|USA|USD|79|79|70|estimate|https://www.onthesnow.com/montana/montana-snowbowl/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=46.99&longitude=-114.01&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Denver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1920.24
Moose Mountain - AK|Alaska|Alaska||1987|1333.5|680|1307|3|35|200|0.15|30|0.65|130|0.2|40|64.98|-147.9|406.4508|America/Anchorage|USA|USD|50|50|44|estimate||https://archive-api.open-meteo.com/v1/archive?latitude=64.98&longitude=-147.9&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Anchorage&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=406.4508
Mount Ashwabay - WI|Wisconsin|Midwest|54814|1286|1124.5|963|317|2|13|65|0.4|26|0.35|22.75|0.25|16.25|46.79|-90.86|342.7476|America/Chicago|USA|USD|45|45|40|estimate||https://archive-api.open-meteo.com/v1/archive?latitude=46.79&longitude=-90.86&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Chicago&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=342.7476
Mount Baldy - BC|British Columbia|Western Canada||7546|6643.5|5741|1805|3|40|225|0.33|74.25|0.46|103.5|0.21|47.25|49.15|-119.23|2024.9388|America/Vancouver|Canada|CAD|79|57|70|estimate|https://www.onthesnow.com/british-columbia/mount-baldy-ski-corporation/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=49.15&longitude=-119.23&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Vancouver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2024.9388
Mount Bohemia - MI|Michigan|Midwest|49950|1050|600|150|900|2|105|650|0.02|13|0.02|13|0.96|624|47.39|-88.02|182.88|America/Detroit|USA|USD|89|89|78|estimate|https://www.onthesnow.com/michigan/mount-bohemia/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=47.39&longitude=-88.02&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Detroit&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=182.88
Mount Kato - MN|Minnesota|Midwest|56001|540|420|300|240|8|19|55|0.21|11.55|0.42|23.1|0.37|20.35|44.13|-94.05|128.016|America/Chicago|USA|USD|55|55|48|estimate|https://www.onthesnow.com/minnesota/mount-kato-ski-area/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=44.13&longitude=-94.05&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Chicago&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=128.016
Mount Pleasant of Edinboro - PA|Pennsylvania|Mid-Atlantic|16441|1550|1390|1230|320|3|8|40|1|40|0|0|0|0|41.85|-80.07|423.672|America/New_York|USA|USD|45|45|40|estimate|https://www.onthesnow.com/pennsylvania/mount-pleasant-of-edinboro/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=41.85&longitude=-80.07&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=423.672
Mount Rose Ski Tahoe - NV|Nevada|Sierra Nevada|89451|9700|8800|7900|1800|8|60|1200|0.28|336|0.25|300|0.46|552|39.33|-119.88|2682.24|America/Los_Angeles|USA|USD|189|189|142|estimate|https://www.onthesnow.com/nevada/mt-rose-ski-tahoe/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=39.33&longitude=-119.88&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2682.24
Mount Seymour - BC|British Columbia|Western Canada|V7G 1L3|4460|3880|3300|1160|5|40|200|0.21|42|0.62|124|0.18|36|49.38|-122.95|1182.624|America/Vancouver|Canada|CAD|85|61|75|estimate|https://www.onthesnow.com/british-columbia/mount-seymour/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=49.38&longitude=-122.95&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Vancouver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1182.624
Mount Snow - VT|Vermont|Northeast|5356|3600|2750|1900|1700|20|86|601|0.23|138.23|0.56|336.56|0.22|132.22|42.96|-72.92|838.2|America/New_York|USA|USD|179|179|134|estimate|https://www.onthesnow.com/vermont/mount-snow/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=42.96&longitude=-72.92&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=838.2
Mount St. Louis Moonstone - ON|Ontario|Eastern Canada||1200|925|650|550|12|39|165|0.35|57.75|0.5|82.5|0.15|24.75|44.63|-79.65|281.94|America/Toronto|Canada|CAD|89|64|78|estimate|https://www.onthesnow.com/ontario/mt-st-louis-moonstone/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=44.63&longitude=-79.65&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Toronto&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=281.94
Mount Sunapee - NH|New Hampshire|Northeast|3772|2743|1988|1233|1510|10|66|232|0.29|67.28|0.47|109.04|0.24|55.68|43.32|-72.08|605.9424|America/New_York|USA|USD|149|149|112|estimate|https://www.onthesnow.com/new-hampshire/mount-sunapee/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=43.32&longitude=-72.08&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=605.9424
Mount Washington Alpine - BC|British Columbia|Western Canada|V9J 1L0|5215|4386.5|3558|1657|9|81|1600|0.13|208|0.43|688|0.44|704|49.74|-125.3|1337.0052|America/Vancouver|Canada|CAD|109|78|96|estimate|https://www.onthesnow.com/british-columbia/mt-washington-alpine-resort/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=49.74&longitude=-125.3&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Vancouver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1337.0052
Mountain Creek - NJ|New Jersey|Mid-Atlantic|7462|1480|960|440|1040|9|46|167|0.17|28.39|0.57|95.19|0.26|43.42|41.19|-74.5|292.608|America/New_York|USA|USD|99|99|87|estimate|https://www.onthesnow.com/new-jersey/mountain-creek-resort/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=41.19&longitude=-74.5&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=292.608
Mountain High - CA|California|Sierra Nevada|92397|8200|7400|6600|1600|12|59|290|0.2|58|0.42|121.8|0.37|107.3|34.38|-117.69|2255.52|America/Los_Angeles|USA|USD|109|109|96|estimate|https://www.onthesnow.com/california/mountain-high/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=34.38&longitude=-117.69&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2255.52
Mt Baldy - CA|California|Sierra Nevada|91759|8600|7500|6400|2200|4|26|800|0.2|160|0.4|320|0.4|320|34.236382|-117.65897|2286|America/Los_Angeles|USA|USD|68.99|68.99||published_2627|https://www.onthesnow.com/california/mt-baldy/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=34.236382&longitude=-117.65897&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2286
Mt Pakenham - ON|Ontario|Eastern Canada|K0A 2X0|730|590|450|280|6|10|55|0.4|22|0.4|22|0.2|11|45.324665|-76.329895|179.832|America/Toronto|Canada|CAD|52|38||published_2526|https://www.onthesnow.com/ontario/mt-pakenham/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=45.324665&longitude=-76.329895&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Toronto&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=179.832
Mt. Abram - ME|Maine|Northeast|4216|2001|1426|851|1150|4|49|640|0.19|121.6|0.41|262.4|0.41|262.4|44.4|-70.72|434.6448|America/New_York|USA|USD|69|69|61|estimate|https://www.onthesnow.com/maine/mt-abram-ski-resort/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=44.4&longitude=-70.72&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=434.6448
Mt. Ashland - OR|Oregon|Pacific Northwest|97520|7500|6925|6350|1150|4|23|240|0.07|16.8|0.41|98.4|0.52|124.8|42.08|-122.72|2110.74|America/Los_Angeles|USA|USD|79|79|70|estimate|https://www.onthesnow.com/oregon/mount-ashland/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=42.08&longitude=-122.72&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2110.74
Mt. Aurora Skiland - AK|Alaska|Alaska||2200|1675|1150|1050|1|20|100|0.2|20|0.4|40|0.4|40|65.12|-147.51|510.54|America/Anchorage|USA|USD|45|45|40|estimate||https://archive-api.open-meteo.com/v1/archive?latitude=65.12&longitude=-147.51&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Anchorage&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=510.54
Mt. Bachelor - OR|Oregon|Pacific Northwest|97701|9065|7382.5|5700|3365|11|101|4323|0.14|605.22|0.5|2161.5|0.36|1556.28|43.98|-121.69|2250.186|America/Los_Angeles|USA|USD|179|179|134|estimate|https://www.onthesnow.com/oregon/mt-bachelor/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=43.98&longitude=-121.69&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2250.186
Mt. Baker - WA|Washington|Pacific Northwest|98244|5089|4294.5|3500|1589|10|38|1000|0.24|240|0.45|450|0.31|310|48.86|-121.68|1308.9636|America/Los_Angeles|USA|USD|99|99|87|estimate|https://www.onthesnow.com/washington/mt-baker/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=48.86&longitude=-121.68&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1308.9636
Mt. Brighton - MI|Michigan|Midwest|48116|1331|1215.5|1100|230|11|26|130|0.19|24.7|0.46|59.8|0.35|45.5|42.53|-83.82|370.4844|America/Detroit|USA|USD|89|89|78|estimate|https://www.onthesnow.com/michigan/mount-brighton/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=42.53&longitude=-83.82&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Detroit&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=370.4844
Mt. Crescent - IA|Iowa|Midwest|51542|1500|1350|1200|300|3|9|50|0.18|9|0.45|22.5|0.36|18|41.44|-95.86|411.48|America/Chicago|USA|USD|55|55|48|estimate|https://www.onthesnow.com/iowa/crescent-hill-at-hitchcock/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=41.44&longitude=-95.86&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Chicago&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=411.48
